====== pysrim run =======
        SRIM-2013.00
======================================== 
       Ion and Recoil PHONONS        
 See SRIM Outputs\TDATA.txt for calc. details
======================================== 
--------------------------------------------------------------------
    Recoil/Damage Calculations made with Kinchin-Pease Estimates    
--------------------------------------------------------------------
 See file :  SRIM Outputs\TDATA.txt calculation data
 Ion    = He   Energy = 3000 keV
============= TARGET MATERIAL ======================================
Layer  1 : None
Layer Width =     2.E+04 AAA ;
  Layer # 1- Density = 9.341E22 atoms/cm3 = 8.9 g/cm3
  Layer # 1- Ce = 33.3 Atomic Percent = 81.4 Mass Percent
  Layer # 1-  O = 66.6 Atomic Percent = 18.5 Mass Percent
====================================================================
 Total Ions calculated =4.32
========================================================
  Table Units are  >>>> Phonons /(Angstrom-Ion)  <<<<  
========================================================
  DEPTH       PHONONS     PHONONS    
  (Ang.)      by ION      by RECOILS 
-----------  -----------  -----------
200010.E-03  697111.E-08  816405.E-09
400010.E-03  847213.E-08  000000.E+00
600010.E-03  880964.E-08  716369.E-09
800010.E-03  112430.E-07  137621.E-08
100001.E-02  672433.E-08  256502.E-07
120001.E-02  568355.E-08  566960.E-08
140001.E-02  490444.E-08  000000.E+00
160001.E-02  490444.E-08  000000.E+00
180001.E-02  490444.E-08  000000.E+00
200001.E-02  404897.E-08  178476.E-07
220001.E-02  247850.E-08  327383.E-08
240001.E-02  235394.E-08  000000.E+00
260001.E-02  224700.E-08  854265.E-08
280001.E-02  240743.E-08  000000.E+00
300001.E-02  240743.E-08  000000.E+00
320001.E-02  240743.E-08  000000.E+00
340001.E-02  366638.E-08  373679.E-08
360001.E-02  375947.E-08  243530.E-08
380001.E-02  401831.E-08  288254.E-08
400001.E-02  578253.E-08  583718.E-08
420001.E-02  595777.E-08  000000.E+00
440001.E-02  595777.E-08  000000.E+00
460001.E-02  547663.E-08  116656.E-07
480001.E-02  571313.E-08  329169.E-07
500001.E-02  928188.E-08  261463.E-08
520001.E-02  112649.E-07  214873.E-07
540001.E-02  118371.E-07  000000.E+00
560001.E-02  118371.E-07  000000.E+00
580001.E-02  118371.E-07  000000.E+00
600001.E-02  120086.E-07  459466.E-07
620001.E-02  114443.E-07  294248.E-07
640001.E-02  929134.E-08  212808.E-07
660001.E-02  516152.E-08  826926.E-08
680001.E-02  480611.E-08  000000.E+00
700001.E-02  480611.E-08  000000.E+00
720001.E-02  494635.E-08  599247.E-07
740001.E-02  506552.E-08  000000.E+00
760001.E-02  506161.E-08  142959.E-07
780001.E-02  511700.E-08  658558.E-07
800001.E-02  513897.E-08  000000.E+00
820001.E-02  513897.E-08  000000.E+00
840001.E-02  513897.E-08  000000.E+00
860001.E-02  691281.E-08  132997.E-07
880001.E-02  689844.E-08  140434.E-07
900001.E-02  728548.E-08  378740.E-07
920001.E-02  797816.E-08  000000.E+00
940001.E-02  797816.E-08  000000.E+00
960001.E-02  797816.E-08  000000.E+00
980001.E-02  597145.E-08  232199.E-07
100000.E-01  556848.E-08  133027.E-07
102000.E-01  585242.E-08  831975.E-08
104000.E-01  605644.E-08  000000.E+00
106000.E-01  605644.E-08  000000.E+00
108000.E-01  605644.E-08  000000.E+00
110000.E-01  576535.E-08  790983.E-08
112000.E-01  570198.E-08  166938.E-07
114000.E-01  646895.E-08  887462.E-08
116000.E-01  802958.E-08  000000.E+00
118000.E-01  802958.E-08  000000.E+00
120000.E-01  802958.E-08  000000.E+00
122000.E-01  957350.E-08  526249.E-08
124000.E-01  883968.E-08  178066.E-07
126000.E-01  668924.E-08  266043.E-06
128000.E-01  548351.E-08  000000.E+00
130000.E-01  548351.E-08  000000.E+00
132000.E-01  548351.E-08  000000.E+00
134000.E-01  406501.E-08  164623.E-07
136000.E-01  536567.E-08  239078.E-08
138000.E-01  591273.E-08  105111.E-07
140000.E-01  484125.E-08  000000.E+00
142000.E-01  484125.E-08  000000.E+00
144000.E-01  481701.E-08  743954.E-08
146000.E-01  429967.E-08  000000.E+00
148000.E-01  215065.E-08  157219.E-07
150000.E-01  305434.E-08  355190.E-07
152000.E-01  400811.E-08  000000.E+00
154000.E-01  400811.E-08  000000.E+00
156000.E-01  407710.E-08  448985.E-08
158000.E-01  409330.E-08  266036.E-08
160000.E-01  368661.E-08  000000.E+00
162000.E-01  922510.E-08  137014.E-07
164000.E-01  976651.E-08  000000.E+00
166000.E-01  976651.E-08  000000.E+00
168000.E-01  104141.E-07  534607.E-08
170000.E-01  135110.E-07  905117.E-07
172000.E-01  126827.E-07  434875.E-07
174000.E-01  840305.E-08  000000.E+00
176000.E-01  840305.E-08  000000.E+00
178000.E-01  840443.E-08  144937.E-06
180000.E-01  830351.E-08  228209.E-07
182000.E-01  612856.E-08  399112.E-08
184000.E-01  775805.E-08  584885.E-08
186000.E-01  768253.E-08  000000.E+00
188000.E-01  817907.E-08  206639.E-08
190000.E-01  108046.E-07  880129.E-08
192000.E-01  959533.E-08  904681.E-08
194000.E-01  205932.E-07  188690.E-07
196000.E-01  191499.E-07  218796.E-07
198000.E-01  147024.E-07  102740.E-07
200000.E-01  735832.E-08  326443.E-07
