====== pysrim run =======
        SRIM-2013.00
========================================
      Ion and Recoil IONIZATION     
 See SRIM Outputs\TDATA.txt for details   
========================================
--------------------------------------------------------------------
    Recoil/Damage Calculations made with Kinchin-Pease Estimates    
--------------------------------------------------------------------
 See file :  SRIM Outputs\TDATA.txt   for calculation data
 Ion    = He   Energy = 2000 keV
============= TARGET MATERIAL ======================================
Layer 1 : None
Layer Width = 20000.E+00 A ;
  Layer # 1- Density = 9.341E22 atoms/cm3 = 8.9 g/cm3
  Layer # 1- Ce = 33.3 Atomic Percent = 81.4 Mass Percent
  Layer # 1-  O = 66.6 Atomic Percent = 18.5 Mass Percent
====================================================================
 Total Ions calculated =000004.66
===============================================================
  Ionization Energy Units are  >>>>  eV /(Angstrom-Ion)  <<<<  
===============================================================
---------------------------------------------------------------
-  NOTE: Because of the application of straggling to the ion  -
-  energy, Ionization is not accurate for less than 20 ions!  -
---------------------------------------------------------------

  TARGET       IONIZ.       IONIZ.  
  DEPTH         by           by     
  (Ang)        IONS         RECOILS 
-----------  -----------  -----------
200010.E-03  5230.27E-02  0000.00E+00
400010.E-03  5369.85E-02  2915.46E-07
600010.E-03  5414.32E-02  0000.00E+00
800010.E-03  5582.64E-02  6156.57E-07
100001.E-02  5819.03E-02  0000.00E+00
120001.E-02  5760.72E-02  1666.33E-05
140001.E-02  5975.80E-02  5301.30E-07
160001.E-02  5733.46E-02  0000.00E+00
180001.E-02  5975.85E-02  4134.02E-07
200001.E-02  5982.02E-02  0000.00E+00
220001.E-02  6010.85E-02  7571.11E-07
240001.E-02  5918.47E-02  1812.84E-06
260001.E-02  6131.35E-02  1056.51E-07
280001.E-02  5886.19E-02  0000.00E+00
300001.E-02  5886.19E-02  0000.00E+00
320001.E-02  5828.65E-02  1523.57E-04
340001.E-02  6021.45E-02  5006.21E-06
360001.E-02  5954.17E-02  1143.56E-06
380001.E-02  6046.77E-02  0000.00E+00
400001.E-02  6072.44E-02  3196.30E-07
420001.E-02  6257.73E-02  2957.27E-06
440001.E-02  6267.39E-02  1808.52E-06
460001.E-02  6342.47E-02  1231.59E-05
480001.E-02  6420.28E-02  0000.00E+00
500001.E-02  6417.74E-02  4816.41E-07
520001.E-02  6225.28E-02  3542.58E-07
540001.E-02  6327.45E-02  3575.76E-07
560001.E-02  6322.78E-02  1648.19E-05
580001.E-02  6313.47E-02  0000.00E+00
600001.E-02  6268.86E-02  3935.99E-07
620001.E-02  6267.58E-02  4239.36E-06
640001.E-02  6223.05E-02  2438.69E-06
660001.E-02  6283.01E-02  0000.00E+00
680001.E-02  6349.24E-02  3429.97E-07
700001.E-02  6596.80E-02  2665.89E-06
720001.E-02  6935.75E-02  1941.97E-05
740001.E-02  7099.89E-02  4325.83E-07
760001.E-02  7114.04E-02  0000.00E+00
780001.E-02  7131.68E-02  1631.02E-06
800001.E-02  7059.66E-02  2434.18E-06
820001.E-02  6963.80E-02  8659.54E-06
840001.E-02  6960.82E-02  0000.00E+00
860001.E-02  6990.90E-02  4044.52E-07
880001.E-02  6997.45E-02  4163.75E-05
900001.E-02  6894.63E-02  8145.68E-07
920001.E-02  6762.16E-02  0000.00E+00
940001.E-02  6797.01E-02  5896.92E-07
960001.E-02  6918.87E-02  6164.71E-07
980001.E-02  6892.80E-02  3795.66E-07
100000.E-01  6982.11E-02  0000.00E+00
102000.E-01  6927.11E-02  4064.31E-07
104000.E-01  6762.97E-02  7775.99E-07
106000.E-01  6735.82E-02  1257.36E-05
108000.E-01  6852.78E-02  0000.00E+00
110000.E-01  6818.80E-02  7066.51E-07
112000.E-01  6889.85E-02  2608.23E-06
114000.E-01  7281.57E-02  3006.93E-07
116000.E-01  7280.23E-02  0000.00E+00
118000.E-01  7350.46E-02  1002.54E-06
120000.E-01  7420.38E-02  6548.84E-07
122000.E-01  7332.25E-02  1233.18E-06
124000.E-01  7320.84E-02  0000.00E+00
126000.E-01  7370.26E-02  9494.63E-07
128000.E-01  7288.25E-02  1910.66E-06
130000.E-01  7156.26E-02  0000.00E+00
132000.E-01  7166.45E-02  1878.10E-04
134000.E-01  7236.28E-02  8750.32E-07
136000.E-01  7612.03E-02  2684.91E-07
138000.E-01  7728.03E-02  0000.00E+00
140000.E-01  7897.54E-02  6512.07E-05
142000.E-01  7817.33E-02  1210.44E-06
144000.E-01  7395.79E-02  0000.00E+00
146000.E-01  7340.96E-02  3281.13E-05
148000.E-01  6997.16E-02  3272.95E-07
150000.E-01  7093.69E-02  1006.73E-06
152000.E-01  7140.44E-02  1688.72E-06
154000.E-01  7551.13E-02  9650.81E-07
156000.E-01  7830.17E-02  7064.67E-07
158000.E-01  7974.47E-02  0000.00E+00
160000.E-01  7951.49E-02  1245.80E-06
162000.E-01  7918.18E-02  4189.00E-07
164000.E-01  8139.81E-02  0000.00E+00
166000.E-01  8209.99E-02  7160.28E-06
168000.E-01  8278.58E-02  8227.69E-07
170000.E-01  7992.99E-02  7543.95E-07
172000.E-01  8234.91E-02  6705.02E-06
174000.E-01  8375.24E-02  5261.75E-05
176000.E-01  8749.02E-02  1022.52E-06
178000.E-01  8394.03E-02  1717.34E-06
180000.E-01  8274.57E-02  1009.88E-06
182000.E-01  7934.59E-02  2016.55E-06
184000.E-01  8181.41E-02  7437.18E-07
186000.E-01  7952.70E-02  3707.63E-07
188000.E-01  7632.28E-02  1211.75E-04
190000.E-01  7325.37E-02  0000.00E+00
192000.E-01  7780.69E-02  1615.22E-05
194000.E-01  8525.36E-02  1747.84E-06
196000.E-01  8878.82E-02  1288.06E-06
198000.E-01  8666.42E-02  5270.67E-06
200000.E-01  7795.30E-02  3439.84E-06
